[-1.75, -1.375, -1.375, -1.375, -1.3756410256410256, -1.3751831501831502, -1.375, -1.376923076923077, -1.377106227106227, -1.377106227106227, -1.375091575091575, -1.3773809523809524, -1.3757326007326007, -1.375915750915751, -1.3753663003663004, -1.3761904761904762, -1.375, -1.377930402930403, -1.377014652014652, -1.3774725274725275, -1.3777472527472527, -1.3784798534798535];[0.875, 1.25, 0.8767399267399267, 0.877014652014652, 0.8766483516483516, 0.8775641025641026, 0.8779304029304029, 0.875, 0.875, 0.875, 0.8784798534798535, 0.8755494505494505, 0.8782967032967033, 0.8785714285714286, 0.8794871794871795, 0.8784798534798535, 0.8804945054945055, 0.8771978021978022, 0.8792124542124542, 0.8786630036630036, 0.8783882783882784, 0.8775641025641026]
[-1.4931730769230769, -1.3693727106227107, -1.369584335180489, -1.3693727106227107, -1.3694634068617586, -1.3693727106227107, -1.369584335180489, -1.3699471201366806, -1.3701285126147764, -1.3703401371725548, -1.3698564238976327, -1.3694634068617586, -1.3693727106227107, -1.3693727106227107, -1.3694634068617586, -1.3696447993398544, -1.369675031419537, -1.3703401371725548, -1.370491297570968, -1.3693727106227107, -1.3693727106227107, -1.37040060133192];[0.8647161172161172, 1.1272252747252747, 0.865164850818697, 0.8658700036227508, 0.8658700036227508, 0.866126422824225, 0.8658058988223823, 0.865293060419434, 0.8651007460183284, 0.8649084316172228, 0.8657417940220138, 0.8664469468260677, 0.8667674708279104, 0.8671520996301216, 0.8670879948297531, 0.8671520996301216, 0.8671520996301216, 0.866126422824225, 0.8659341084231194, 0.8679854620349126, 0.8680495668352811, 0.8664469468260677]
[-1.4931730769230769, -1.3693727106227107, -1.3694029427023933, -1.3693727106227107, -1.369523871021124, -1.369584335180489, -1.3693727106227107, -1.3700982805350939, -1.3693727106227107, -1.3694634068617586, -1.3693727106227107, -1.369584335180489, -1.3694634068617586, -1.3694029427023933, -1.3696447993398544, -1.3694029427023933, -1.3693727106227107, -1.3694029427023933, -1.3693727106227107, -1.3701889767741418, -1.3701285126147764, -1.3693727106227107];[0.8647161172161172, 1.1272252747252747, 0.8648443268168543, 0.8651007460183284, 0.865164850818697, 0.865164850818697, 0.8658700036227508, 0.8648443268168543, 0.8659982132234879, 0.8658700036227508, 0.866126422824225, 0.8658058988223823, 0.8659982132234879, 0.866126422824225, 0.8658700036227508, 0.8663828420256992, 0.8667674708279104, 0.866831575628279, 0.8668956804286474, 0.8656135844212767, 0.866126422824225, 0.8675367284323328]
[-1.4931730769230769, -1.3693727106227107, -1.3694029427023933, -1.3693727106227107, -1.369523871021124, -1.369523871021124, -1.3693727106227107, -1.369584335180489, -1.3693727106227107, -1.3700378163757285, -1.3693727106227107, -1.3698261918179502, -1.3698261918179502, -1.3697052634992197, -1.3694029427023933, -1.370823850447477, -1.3693727106227107, -1.3710354750052554, -1.3704610654912854, -1.371307563722399, -1.370068048455411, -1.369584335180489];[0.8647161172161172, 1.1272252747252747, 0.8648443268168543, 0.8651007460183284, 0.8651007460183284, 0.865164850818697, 0.8654853748205397, 0.865164850818697, 0.8658700036227508, 0.8648443268168543, 0.866254632424962, 0.8661905276245935, 0.866831575628279, 0.8672162044304901, 0.867921357234544, 0.8657417940220138, 0.8680495668352811, 0.8654212700201711, 0.8665751564268047, 0.8657417940220138, 0.867793147633807, 0.8686906148389665]
[-1.4931730769230769, -1.3693727106227107, -1.369433174782076, -1.3694029427023933, -1.3693727106227107, -1.3694029427023933, -1.369523871021124, -1.369523871021124, -1.3693727106227107, -1.370068048455411, -1.3694029427023933, -1.3703703692522375, -1.3694029427023933, -1.3694029427023933, -1.3705819938100159, -1.3694634068617586, -1.3699471201366806, -1.369584335180489, -1.3694634068617586, -1.3694029427023933, -1.3693727106227107, -1.3701889767741418];[0.8647161172161172, 1.1272252747252747, 0.8647802220164857, 0.8648443268168543, 0.8651007460183284, 0.8651007460183284, 0.8651007460183284, 0.865164850818697, 0.8654853748205397, 0.8648443268168543, 0.866126422824225, 0.8648443268168543, 0.8664469468260677, 0.8667674708279104, 0.8649725364175913, 0.8668956804286474, 0.8661905276245935, 0.866831575628279, 0.8670238900293845, 0.8671520996301216, 0.8672162044304901, 0.8659982132234879]
[-1.4931730769230769, -1.3693727106227107, -1.369433174782076, -1.3694029427023933, -1.3693727106227107, -1.3694029427023933, -1.3693727106227107, -1.3694634068617586, -1.3694029427023933, -1.369584335180489, -1.369523871021124, -1.370068048455411, -1.370007584296046, -1.37040060133192, -1.3703703692522375, -1.3694029427023933, -1.3694029427023933, -1.369523871021124, -1.3703401371725548, -1.3694634068617586, -1.369523871021124, -1.3701889767741418];[0.8647161172161172, 1.1272252747252747, 0.8647802220164857, 0.8648443268168543, 0.8649725364175913, 0.8649725364175913, 0.8651007460183284, 0.8649725364175913, 0.8651007460183284, 0.8648443268168543, 0.8651007460183284, 0.8649084316172228, 0.8650366412179599, 0.8647161172161172, 0.8649084316172228, 0.8667674708279104, 0.8668956804286474, 0.8667674708279104, 0.8656135844212767, 0.8670238900293845, 0.8670238900293845, 0.8659982132234879]
[-1.4931730769230769, -1.3693727106227107, -1.369433174782076, -1.3694029427023933, -1.3693727106227107, -1.3694029427023933, -1.3693727106227107, -1.3694634068617586, -1.3696447993398544, -1.3694029427023933, -1.3696145672601718, -1.3701285126147764, -1.37040060133192, -1.3696145672601718, -1.3706424579693812, -1.369433174782076, -1.3701285126147764, -1.369523871021124, -1.37040060133192, -1.3707029221287463, -1.3703401371725548, -1.3703401371725548];[0.8647161172161172, 1.1272252747252747, 0.8647802220164857, 0.8648443268168543, 0.8649725364175913, 0.8649725364175913, 0.8651007460183284, 0.8649725364175913, 0.8647161172161172, 0.8656776892216452, 0.8657417940220138, 0.8651007460183284, 0.8647161172161172, 0.8660623180238565, 0.8647161172161172, 0.866831575628279, 0.8657417940220138, 0.8667674708279104, 0.8654212700201711, 0.8649725364175913, 0.8656135844212767, 0.8656135844212767]
[-1.4931730769230769, -1.3693727106227107, -1.3694634068617586, -1.369433174782076, -1.3694029427023933, -1.3693727106227107, -1.3694029427023933, -1.3693727106227107, -1.3694029427023933, -1.3694029427023933, -1.3694029427023933, -1.3697052634992197, -1.3694936389414412, -1.3697657276585848, -1.369433174782076, -1.3697052634992197, -1.3703703692522375, -1.3703703692522375, -1.3696447993398544, -1.3696447993398544, -1.369433174782076, -1.3696447993398544];[0.8647161172161172, 1.1272252747252747, 0.8647161172161172, 0.8647802220164857, 0.8648443268168543, 0.8649725364175913, 0.8649725364175913, 0.8651007460183284, 0.8654212700201711, 0.8656776892216452, 0.8656776892216452, 0.8654853748205397, 0.8659982132234879, 0.8656135844212767, 0.8665110516264362, 0.866126422824225, 0.8656776892216452, 0.8656776892216452, 0.8670238900293845, 0.8670238900293845, 0.8678572524341754, 0.8676649380330699]
[-1.4931730769230769, -1.3693727106227107, -1.3694634068617586, -1.369433174782076, -1.3694029427023933, -1.3693727106227107, -1.3694029427023933, -1.3701285126147764, -1.3700982805350939, -1.3696145672601718, -1.3703703692522375, -1.369433174782076, -1.3703703692522375, -1.370491297570968, -1.3694029427023933, -1.3694029427023933, -1.3703703692522375, -1.3694029427023933, -1.3707936183677942, -1.3696447993398544, -1.3705517617303333, -1.370007584296046];[0.8647161172161172, 1.1272252747252747, 0.8647161172161172, 0.8647802220164857, 0.8648443268168543, 0.8649725364175913, 0.8649725364175913, 0.8647802220164857, 0.8649725364175913, 0.8657417940220138, 0.8649084316172228, 0.8665110516264362, 0.8650366412179599, 0.8649084316172228, 0.8667033660275418, 0.8667033660275418, 0.8652289556190654, 0.8671520996301216, 0.8651007460183284, 0.8670238900293845, 0.8656135844212767, 0.8665110516264362]
[-1.4931730769230769, -1.3693727106227107, -1.3694634068617586, -1.369433174782076, -1.3694029427023933, -1.3693727106227107, -1.3694029427023933, -1.369433174782076, -1.3696447993398544, -1.3694029427023933, -1.3694634068617586, -1.3694634068617586, -1.3697657276585848, -1.3694634068617586, -1.3693727106227107, -1.3693727106227107, -1.3697657276585848, -1.3700982805350939, -1.3694634068617586, -1.3698866559773153, -1.3696145672601718, -1.3696447993398544];[0.8647161172161172, 1.1272252747252747, 0.8647161172161172, 0.8647802220164857, 0.8648443268168543, 0.8649725364175913, 0.8649725364175913, 0.8649725364175913, 0.8647802220164857, 0.865164850818697, 0.8654853748205397, 0.8657417940220138, 0.865293060419434, 0.8658700036227508, 0.8660623180238565, 0.8660623180238565, 0.8654853748205397, 0.8649725364175913, 0.8659982132234879, 0.8653571652198025, 0.8659982132234879, 0.8659982132234879]
[-1.4931730769230769, -1.3693727106227107, -1.3694634068617586, -1.369433174782076, -1.3694029427023933, -1.3693727106227107, -1.3694634068617586, -1.3694029427023933, -1.369433174782076, -1.369433174782076, -1.3694029427023933, -1.369584335180489, -1.369523871021124, -1.3693727106227107, -1.3694029427023933, -1.3705215296506505, -1.3703401371725548, -1.3703703692522375, -1.369433174782076, -1.3698866559773153, -1.3694634068617586, -1.3703703692522375];[0.8647161172161172, 1.1272252747252747, 0.8647161172161172, 0.8647802220164857, 0.8648443268168543, 0.8649725364175913, 0.8648443268168543, 0.8649725364175913, 0.8649725364175913, 0.8649725364175913, 0.8656135844212767, 0.8653571652198025, 0.8656776892216452, 0.8660623180238565, 0.866126422824225, 0.8647161172161172, 0.8650366412179599, 0.8650366412179599, 0.8666392612271733, 0.8660623180238565, 0.8667674708279104, 0.8654853748205397]
[-1.4356217784352399, -1.3662179931078284, -1.3662688383718045, -1.3662688383718045, -1.3662349415291537, -1.3662688383718045, -1.3662179931078284, -1.3662179931078284, -1.3662688383718045, -1.3669298268034942, -1.3663705288997567, -1.3663027352144552, -1.3669298268034942, -1.3673196404939778, -1.3664044257424075, -1.3673874341792793, -1.3673874341792793, -1.3668959299608434, -1.3674721762859061, -1.3663705288997567, -1.3668959299608434, -1.3676077636565092];[0.8524849213058004, 1.1215712313327697, 0.8524849213058004, 0.85255063224842, 0.8526163431910395, 0.8526163431910395, 0.8527477650762786, 0.8527477650762786, 0.853799140158191, 0.8527477650762786, 0.8538648511008106, 0.8541934058139082, 0.8532734526172348, 0.8528134760188981, 0.8543905386417667, 0.8528791869615177, 0.8528791869615177, 0.8537334292155715, 0.8528791869615177, 0.8546533824122449, 0.8538648511008106, 0.8527477650762786]
[-1.4356217784352399, -1.3662179931078284, -1.3662688383718045, -1.3662688383718045, -1.3662349415291537, -1.3662688383718045, -1.3662688383718045, -1.3662179931078284, -1.3664044257424075, -1.3667772910115659, -1.3665230646916853, -1.3668111878542166, -1.3667942394328911, -1.3662179931078284, -1.3668959299608434, -1.3665061162703598, -1.3667603425902404, -1.3662349415291537, -1.3673874341792793, -1.3667942394328911, -1.3664383225850583, -1.3664383225850583];[0.8524849213058004, 1.1215712313327697, 0.8524849213058004, 0.85255063224842, 0.8526163431910395, 0.8526163431910395, 0.8526163431910395, 0.8527477650762786, 0.8530763197893763, 0.85255063224842, 0.8531420307319957, 0.8528791869615177, 0.8530106088467567, 0.8543905386417667, 0.8533391635598543, 0.8539962729860496, 0.8537334292155715, 0.8545876714696253, 0.8527477650762786, 0.8537334292155715, 0.8543905386417667, 0.8544562495843863]
[-1.4356217784352399, -1.3662179931078284, -1.3662688383718045, -1.3662688383718045, -1.3662349415291537, -1.3662688383718045, -1.3662688383718045, -1.3664044257424075, -1.3662688383718045, -1.3662688383718045, -1.3664044257424075, -1.366912878382169, -1.3675738668138584, -1.3675908152351839, -1.3662349415291537, -1.3667942394328911, -1.366421374163733, -1.366421374163733, -1.3673026920726525, -1.3666756004836136, -1.3679975773469928, -1.3673535373366286];[0.8524849213058004, 1.1215712313327697, 0.8524849213058004, 0.85255063224842, 0.8526163431910395, 0.8526163431910395, 0.8526163431910395, 0.8526163431910395, 0.8529448979041372, 0.8533391635598543, 0.8534048745024738, 0.8532734526172348, 0.852682054133659, 0.8527477650762786, 0.8551133590105816, 0.8542591167565278, 0.854916226182723, 0.8550476480679621, 0.853799140158191, 0.854916226182723, 0.8528791869615177, 0.8539305620434301]
[-1.4356217784352399, -1.3662179931078284, -1.3662688383718045, -1.3662688383718045, -1.3662688383718045, -1.3662349415291537, -1.3662688383718045, -1.3662688383718045, -1.3662518899504792, -1.3665061162703598, -1.3662688383718045, -1.3668111878542166, -1.3669467752248194, -1.3674552278645808, -1.3674382794432554, -1.3665061162703598, -1.3678619899763897, -1.3674891247072316, -1.3678789383977152, -1.3673026920726525, -1.3676586089204854, -1.3678450415550645];[0.8524849213058004, 1.1215712313327697, 0.8524849213058004, 0.8524849213058004, 0.85255063224842, 0.8526163431910395, 0.8526163431910395, 0.8526163431910395, 0.8528134760188981, 0.8528791869615177, 0.8533391635598543, 0.8527477650762786, 0.8534048745024738, 0.852682054133659, 0.8528134760188981, 0.8543248276991472, 0.8528134760188981, 0.8539305620434301, 0.8534048745024738, 0.8544562495843863, 0.8539305620434301, 0.853667718272952]
[-1.4356217784352399, -1.3662179931078284, -1.3662688383718045, -1.3662688383718045, -1.3662688383718045, -1.3662349415291537, -1.3662688383718045, -1.3663535804784315, -1.3665400131130105, -1.3662179931078284, -1.3665739099556613, -1.366963723646145, -1.3662518899504792, -1.366421374163733, -1.3668111878542166, -1.3662688383718045, -1.3666247552196373, -1.3669298268034942, -1.3662349415291537, -1.3667603425902404, -1.3662179931078284, -1.3674721762859061];[0.8524849213058004, 1.1215712313327697, 0.8524849213058004, 0.8524849213058004, 0.85255063224842, 0.8526163431910395, 0.8526163431910395, 0.8528134760188981, 0.8526163431910395, 0.8534048745024738, 0.8528791869615177, 0.8526163431910395, 0.8540619839286692, 0.853799140158191, 0.8533391635598543, 0.8544562495843863, 0.8541276948712887, 0.8537334292155715, 0.8548505152401035, 0.8541276948712887, 0.8551790699532011, 0.8532734526172348]
[-1.4356217784352399, -1.3662179931078284, -1.3662688383718045, -1.3662688383718045, -1.3662688383718045, -1.3662349415291537, -1.3662688383718045, -1.366336632057106, -1.36628578679313, -1.366421374163733, -1.3664044257424075, -1.366336632057106, -1.3663027352144552, -1.3667772910115659, -1.3668111878542166, -1.36628578679313, -1.3662518899504792, -1.3668111878542166, -1.3662349415291537, -1.3665230646916853, -1.3674382794432554, -1.367234898387351];[0.8524849213058004, 1.1215712313327697, 0.8524849213058004, 0.8524849213058004, 0.85255063224842, 0.8526163431910395, 0.8526163431910395, 0.8528791869615177, 0.8530763197893763, 0.8528791869615177, 0.8532734526172348, 0.8534048745024738, 0.8534705854450934, 0.8527477650762786, 0.8528791869615177, 0.8539962729860496, 0.8540619839286692, 0.8534048745024738, 0.8544562495843863, 0.8539962729860496, 0.8528134760188981, 0.8532077416746152]
[-1.4356217784352399, -1.3662179931078284, -1.3662688383718045, -1.3662688383718045, -1.3662688383718045, -1.3662349415291537, -1.3662349415291537, -1.3662179931078284, -1.3662688383718045, -1.3662688383718045, -1.366912878382169, -1.3669298268034942, -1.3668111878542166, -1.3662179931078284, -1.3668450846968674, -1.3662349415291537, -1.3662518899504792, -1.3662349415291537, -1.3670823625954225, -1.3662688383718045, -1.3662688383718045, -1.3674721762859061];[0.8524849213058004, 1.1215712313327697, 0.8524849213058004, 0.8524849213058004, 0.85255063224842, 0.8526163431910395, 0.8526163431910395, 0.852682054133659, 0.8526163431910395, 0.8526163431910395, 0.8524849213058004, 0.85255063224842, 0.8530106088467567, 0.8539962729860496, 0.8530763197893763, 0.8540619839286692, 0.8541276948712887, 0.8541934058139082, 0.8530106088467567, 0.8543248276991472, 0.8543248276991472, 0.852682054133659]
[-1.4356217784352399, -1.3662179931078284, -1.3662688383718045, -1.3662688383718045, -1.3662688383718045, -1.3662688383718045, -1.3662349415291537, -1.3662349415291537, -1.3663535804784315, -1.3662688383718045, -1.3662179931078284, -1.366421374163733, -1.3662179931078284, -1.366607806798312, -1.3662518899504792, -1.3669467752248194, -1.3662518899504792, -1.3662688383718045, -1.3673535373366286, -1.3667942394328911, -1.3674891247072316, -1.367370485757954];[0.8524849213058004, 1.1215712313327697, 0.8524849213058004, 0.8524849213058004, 0.8524849213058004, 0.85255063224842, 0.8526163431910395, 0.8526163431910395, 0.85255063224842, 0.8527477650762786, 0.8529448979041372, 0.8530106088467567, 0.8534048745024738, 0.8529448979041372, 0.8536020073303324, 0.8528791869615177, 0.8541276948712887, 0.8543248276991472, 0.8528791869615177, 0.8538648511008106, 0.8528791869615177, 0.8532077416746152]
[-1.4356217784352399, -1.3662179931078284, -1.3662688383718045, -1.3662688383718045, -1.3662688383718045, -1.3662688383718045, -1.3662349415291537, -1.366421374163733, -1.3663705288997567, -1.3665061162703598, -1.3665739099556613, -1.366743394168915, -1.366658652062288, -1.3663535804784315, -1.366472219427709, -1.3672010015447003, -1.3667942394328911, -1.3677433510271122, -1.3667942394328911, -1.3672687952300018, -1.3675569183925331, -1.3675569183925331];[0.8524849213058004, 1.1215712313327697, 0.8524849213058004, 0.8524849213058004, 0.8524849213058004, 0.85255063224842, 0.8526163431910395, 0.8524849213058004, 0.8528134760188981, 0.8526163431910395, 0.8527477650762786, 0.8524849213058004, 0.8529448979041372, 0.8534705854450934, 0.8534048745024738, 0.8528134760188981, 0.8538648511008106, 0.8526163431910395, 0.8542591167565278, 0.8535362963877129, 0.8530763197893763, 0.8531420307319957]
[-1.4356217784352399, -1.3662179931078284, -1.3662688383718045, -1.3662688383718045, -1.3662688383718045, -1.3662688383718045, -1.3662349415291537, -1.3663705288997567, -1.3662518899504792, -1.366472219427709, -1.3667772910115659, -1.3662688383718045, -1.3669298268034942, -1.3668959299608434, -1.3664383225850583, -1.367014568910121, -1.3663874773210822, -1.3668111878542166, -1.3674382794432554, -1.366336632057106, -1.3673874341792793, -1.3667264457475896];[0.8524849213058004, 1.1215712313327697, 0.8524849213058004, 0.8524849213058004, 0.8524849213058004, 0.85255063224842, 0.8526163431910395, 0.8527477650762786, 0.8534705854450934, 0.8531420307319957, 0.8529448979041372, 0.853799140158191, 0.8527477650762786, 0.8528791869615177, 0.853667718272952, 0.8530106088467567, 0.8540619839286692, 0.8534048745024738, 0.8524849213058004, 0.8543905386417667, 0.8527477650762786, 0.8539305620434301]
[-1.4039451789781137, -1.3644214604473386, -1.3644504155524892, -1.3644504155524892, -1.3644504155524892, -1.3644407638507725, -1.3644504155524892, -1.3644986740610738, -1.3644504155524892, -1.3645276291662247, -1.3645372808679417, -1.3647689217091477, -1.364595191078243, -1.3648750904280338, -1.3650584727606552, -1.365068124462372, -1.3647399666039968, -1.3645276291662247, -1.365068124462372, -1.3651260346726735, -1.3650874278658058, -1.3644407638507725];[0.8448525953205422, 1.0127637669962233, 0.8448525953205422, 0.8448525953205422, 0.8448525953205422, 0.8448935992696694, 0.8448935992696694, 0.8448935992696694, 0.8451396229644323, 0.8453856466591952, 0.8453856466591952, 0.845057615066178, 0.8453856466591952, 0.8449756071679237, 0.8448525953205422, 0.8448525953205422, 0.8453856466591952, 0.8457956861504667, 0.8449756071679237, 0.8448935992696694, 0.8449756071679237, 0.8460417098452296]
