2.422086414845049;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164217
2.415125252970096;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164217
2.415125252970096;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164217
2.4151772452166163;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164217
2.415125252970096;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164217
2.415125252970096;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164223
2.415125252970096;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164227
2.422086414845049;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164217
2.4151772452166163;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164217
2.415125252970096;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164217
2.415125252970096;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164217

2.422086414845049;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164217
2.4151772452166163;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164217
2.415125252970096;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164217
2.415125252970096;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164217
2.415125252970096;[[0.0, 500.0], [0.0, 150.0], [0.0, 100.0], [0.0, 100.0]];20220822164217

