0;1.9556060256621963
1;1.9583973388908802
2;1.9654682400375751
3;1.97060554271974
4;2.09125056098682
5;2.3064473611128538
6;2.8652361656396588
7;4.153775575217584
8;8.799771931042455
9;15.953343442501676
10;23.768101849611305
11;34.571411509024486
0;2.2338557479597103
1;2.7524115108683564
2;6.5418562472596005
3;17.25025629521273
4;25.93425888199963
5;27.18278952634883
6;27.667478774199857
7;28.071620001048927
8;28.58453046554942
9;28.785386351106947
10;29.050383774656414
11;29.5332703967687
12;29.412511594869464
13;29.388618911657844
14;29.919989468277684
15;30.382764856736987
16;30.310674006484877
17;32.212753622997596
18;35.094306955827875
19;36.81044181707795
20;39.07130702708694
21;39.84776060118197
22;39.81454401407655
23;39.94571564973115
24;40.00621753508065
25;40.114849980853066
26;40.06543600345785
27;40.525812599304565
28;40.68400751735648
29;40.69831286161107
30;40.22942275568445
31;40.65136499261471
32;41.65357234155931
33;41.40736455913081
34;41.74898015462741
35;41.839803205073295
36;42.77952777714186
37;42.660140807614034
38;42.089677883952156
39;42.700092642612596
40;43.993597396809676
41;45.33140668088086
42;44.93815842817492
43;43.51531871705052
44;45.669284931430596
45;45.30887839499466
46;45.48264047951199
47;45.1128627571658
48;45.187962406148685
49;45.20356735851106
14.39148907547849;-3.084115452840031;15.314459133952383;39.63166847498445;-49.51962281027543
0;1.977684895254062
1;1.9777162680704994
2;2.011389902636135
3;2.029925464043687
4;2.2295325995215545
5;2.486618070812635
6;3.279312078925803
7;5.2674481426501565
8;10.188795904524232
9;16.09938137552932
10;24.513942073341408
11;26.613599733671734
12;31.256026299665432
13;31.328322343943714
14;36.396641542000516
15;39.72430296156564
16;43.43557876210439
17;44.47607018910041
18;43.85530584337558
