0.42202;['[', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.42087;['[', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.41763;['[', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.4135;['[', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.41227;['[', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.38091;['[', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.37074;['[', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ']']
0.36308;['[', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.36285;['[', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ']']
0.36027;['[', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.35682;['[', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.32866;['[', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.30318;['[', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.27917;['[', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.25792;['[', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.25784;['[', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.24972;['[', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.24779;['[', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.21864;['[', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.20248;['[', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.17856;['[', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.11037;['[', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '0', '.', '0', ',', ' ', '1', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ',', ' ', '[', '-', '1', '0', '.', '0', ',', ' ', '0', '.', '0', ']', ']']
0.00776;['[', "'", '[', "'", ',', ' ', "'", '[', "'", ',', ' ', "'", '2', "'", ',', ' ', "'", '.', "'", ',', ' ', "'", '8', "'", ',', ' ', "'", '1', "'", ',', ' ', "'", '2', "'", ',', ' ', "'", '5', "'", ',', ' ', "'", ',', "'", ',', ' ', "'", ' ', "'", ',', ' ', "'", '3', "'", ',', ' ', "'", '.', "'", ',', ' ', "'", '1', "'", ',', ' ', "'", '2', "'", ',', ' ', "'", '5', "'", ',', ' ', "'", ']', "'", ',', ' ', "'", ',', "'", ',', ' ', "'", ' ', "'", ',', ' ', "'", '[', "'", ',', ' ', "'", '0', "'", ',', ' ', "'", '.', "'", ',', ' ', "'", '0', "'", ',', ' ', "'", ',', "'", ',', ' ', "'", ' ', "'", ',', ' ', "'", '0', "'", ',', ' ', "'", '.', "'", ',', ' ', "'", '1', "'", ',', ' ', "'", '5', "'", ',', ' ', "'", '6', "'", ',', ' ', "'", '2', "'", ',', ' ', "'", '5', "'", ',', ' ', "'", ']', "'", ',', ' ', "'", ',', "'", ',', ' ', "'", ' ', "'", ',', ' ', "'", '[', "'", ',', ' ', "'", '-', "'", ',', ' ', "'", '0', "'", ',', ' ', "'", '.', "'", ',', ' ', "'", '6', "'", ',', ' ', "'", '2', "'", ',', ' ', "'", '5', "'", ',', ' ', "'", ',', "'", ',', ' ', "'", ' ', "'", ',', ' ', "'", '-', "'", ',', ' ', "'", '0', "'", ',', ' ', "'", '.', "'", ',', ' ', "'", '3', "'", ',', ' ', "'", '1', "'", ',', ' ', "'", '2', "'", ',', ' ', "'", '5', "'", ',', ' ', "'", ']', "'", ',', ' ', "'", ',', "'", ',', ' ', "'", ' ', "'", ',', ' ', "'", '[', "'", ',', ' ', "'", '0', "'", ',', ' ', "'", '.', "'", ',', ' ', "'", '3', "'", ',', ' ', "'", '1', "'", ',', ' ', "'", '2', "'", ',', ' ', "'", '5', "'", ',', ' ', "'", ',', "'", ',', ' ', "'", ' ', "'", ',', ' ', "'", '0', "'", ',', ' ', "'", '.', "'", ',', ' ', "'", '6', "'", ',', ' ', "'", '2', "'", ',', ' ', "'", '5', "'", ',', ' ', "'", ']', "'", ',', ' ', "'", ',', "'", ',', ' ', "'", ' ', "'", ',', ' ', "'", '[', "'", ',', ' ', "'", '0', "'", ',', ' ', "'", '.', "'", ',', ' ', "'", '1', "'", ',', ' ', "'", '8', "'", ',', ' ', "'", '7', "'", ',', ' ', "'", '5', "'", ',', ' ', "'", ',', "'", ',', ' ', "'", ' ', "'", ',', ' ', "'", '0', "'", ',', ' ', "'", '.', "'", ',', ' ', "'", '2', "'", ',', ' ', "'", '5', "'", ',', ' ', "'", ']', "'", ',', ' ', "'", ']', "'", ']']
